Listing ID,Title,Description,Price,Sq Ft Price,Summary
cardid72805895,2 BHK Apartment for Sale in Medavakkam Chennai,"Multistorey Apartment for Sale in Medavakkam, Chennai. Covered area is 1012.0 Sq-ft. This property belongs to ""TVS Emerald Udyana"" .",₹ 73.9 Lac,"₹7,302 per sqft",SUPER AREA 1012 sqft UNDER CONSTRUCTION Poss. by Dec '25 TRANSACTION New Property
cardid73970897,2 BHK Apartment for Sale in Pallikaranai Chennai,"Multistorey Apartment for Sale in Pallikaranai, Chennai. Covered area is 925.0 Sq-ft. This property belongs to ""Lakevista at Purva Windermere"" .",₹ 87 Lac,"₹9,405 per sqft",CARPET AREA 694 sqft UNDER CONSTRUCTION Poss. by Dec '27 TRANSACTION New Property
cardid73968635,2 BHK Apartment for Sale in Karapakkam Chennai,"Multistorey Apartment for Sale in Karapakkam, Chennai. Covered area is 626.0 Sq-ft. This property belongs to ""Risington Phase 2"" .",₹ 46.9 Lac,"₹7,495 per sqft",SUPER AREA 626 sqft UNDER CONSTRUCTION Poss. by Dec '26 TRANSACTION New Property
cardid73390167,2 BHK Builder Floor for Sale in Medavakkam Chennai,"Builder Floor Apartment for Sale in Medavakkam, Chennai. Covered area is 1184.0 Sq-ft. This property belongs to ""VGK Unity Kingdom"" .",₹ 86 Lac,"₹7,264 per sqft",SUPER AREA 1184 sqft TRANSACTION New Property FURNISHING Unfurnished
cardid73469843,2 BHK Apartment for Sale in Old Mahabalipuram Road Chennai Chennai,"Multistorey Apartment for Sale in Old Mahabalipuram Road Chennai, Chennai. Covered area is 885.0 Sq-ft. This property belongs to ""Bollineni ZION"" .",₹ 62 Lac,"₹7,006 per sqft",SUPER AREA 885 sqft UNDER CONSTRUCTION Poss. by Jun '30 TRANSACTION New Property
cardid74078091,3 BHK Apartment for Sale in Triplicane Chennai,"A spacious 3BHK flat with Ventilation on all sides, Spacious living & bedrooms, 100% Vastu, No common walls & 2 Covered car parking for each apartment.",₹ 2.61 Cr,"₹16,662 per sqft",SUPER AREA 1570 sqft UNDER CONSTRUCTION Poss. by Aug '25 TRANSACTION New Property FURNISHING Unfurnished BATHROOM 3
cardid63231003,Plot/Land for Sale in Singaperumal Koil Chennai,"G Square Pavillion - Singaperumal Koil, ChennaiG Square Pavillion Residential Plot Strategically located in Singaperumal Koil, Chennai, these one-of-a-kind 100 units residential plots make the best of this prime location. Perfect location for those seeking an evolved lifestyle and convenience.. Located 5 Mins from SP Koil Railway Station.",₹ 31 Lac,"₹3,100 per sqft",PLOT AREA 1000 sqft TRANSACTION New Property
cardid72152609,2 BHK Apartment for Sale in Sholinganallur Chennai,"Experience more than just the comforts of a home in a stunning self-sustainable township bang on Sholinganallur. With state of the art amenities and product specifications, enjoy a First-Class living experience while indulging in world-class features that are crafted for everyone.",₹ 55 Lac,"₹5,478 per sqft",SUPER AREA 1004 sqft UNDER CONSTRUCTION Poss. by Aug '25 TRANSACTION New Property FURNISHING Unfurnished CAR PARKING 1 Covered BATHROOM 2
cardid67219657,2 BHK Builder Floor for Sale in Pallavaram Chennai,"Raunaq Garden Wood is a residential development in Pallavaram, Chennai. The project is built by Raunaq Foundations. They provide 2BHK,3BHK apartments with all necessities.",₹ 66.9 Lac,"₹6,700 per sqft",SUPER AREA 998 sqft UNDER CONSTRUCTION Poss. by Sep '24 FLOOR 2 out of 3 TRANSACTION New Property FURNISHING Unfurnished CAR PARKING 1 Covered
cardid72802387,3 BHK Apartment for Sale in Anna Nagar Chennai,"Combine the prestigious legacy of the TVS Group with the coveted grandeur of Anna Nagar and behold TVS Emerald Luxor - a breathtaking marvel brought to life by TVS Emerald.Standing tall in 2.1 acres of land, TVS Emerald Luxor offers 3 & 4 BHK luxury abodes with extensive amenities. Flaunting a Balinese Clubhouse, your typical day at TVS Emerald Luxor will transcend the ordinary with a promise of an exceptional day from dusk to dawn.At every step you take here, a lavish world awaits with awe-inspiring architecture, high-quality specifications, and an ambience fit for a regal lifestyle. The abundance of extravagant amenities, fine design elements and a luxury-infused space, all come together to offer an experience worth a lifetime.",₹ 3.53 Cr,"₹16,465 per sqft",SUPER AREA 2144 sqft UNDER CONSTRUCTION Poss. by Aug '28 TRANSACTION New Property FURNISHING Unfurnished BATHROOM 2
cardid64509217,3 BHK Apartment for Sale in Sithalapakkam Chennai,"Nest Art brings you an extraordinary combination of premium living and quintessential comfort blended with a best-class living experience at Near Perumbakkam. In Nest Art, every home is carefully designed for comfort, adequate light and ventilation, and modern living convenience. Experience the sheer ease of living in an upscale locale, also bestowed with excellent connectivity. Nest Art presents the lifestyle you and your family need to lead, every day, for the rest of your life.",₹ 75.2 Lac,"₹5,491 per sqft",SUPER AREA 1370 sqft UNDER CONSTRUCTION Poss. by Sep '24 TRANSACTION New Property FURNISHING Unfurnished BATHROOM 3
cardid74232497,2 BHK Apartment for Sale in Kottivakkam Chennai,"Altezza, a luxury community of a different hue, is located on OMR, famously known as the IT hub of Chennai. This location is surrounded by pan national Tech parks, a host od academic institutions, top-notch healthcare facilities and a huge residential community.",₹ 1.74 Cr,"₹13,252 per sqft",SUPER AREA 1313 sqft UNDER CONSTRUCTION Poss. by Sep '24 TRANSACTION New Property
cardid70267125,2 BHK Builder Floor for Sale in Chromepet Chennai,"ATH CROWN, is Located Strategically close to Pallavaram Railway station, Airport & Pallavaram GST Road. ATH CROWN, Proximity to IT corridor is the Key factor that fastens the buyer's purchase Chrompet is witnessing exponential growth in Social infrastructure in the recent years, it,s a blessing to ATH CROWN Numerous schools, colleges, hospitals, banks, restaurants are the key driving factors of this locations.",₹ 89.4 Lac,"₹7,300 per sqft",SUPER AREA 1225 sqft UNDER CONSTRUCTION Poss. by Nov '25 FLOOR 5 out of 5 TRANSACTION New Property FURNISHING Unfurnished BATHROOM 2
cardid72707609,3 BHK Apartment for Sale in Anakaputhur Chennai,"Sai Sparkle Apartmet is situated near Pallavaram at Anakaputhur (Chennai South). This project is Ready to MoveThis project is constructing with 2 & 3 BHK flats from 766 sq. ft. to 1178 sq. ft. at an affordable cost. It is a 3-story building with Single Block that has 6 units in total and CMDA approved. The interiors and exteriors have been well planned to perfection with proper pre-planning to ensure sufficient cross-ventilation and natural light are entering into the rooms. Lucas Apartment is located close to prominent suburbs of Chennai Airport, well connected and easy access to Chennai bypass, railway station, bus stand, schools, hospitals, banks, restaurants within a close distance. Get ready to move into the most desirable address and live in a state of perfect harmony with complete peace of mind.",₹ 67.2 Lac,"₹5,870 per sqft",SUPER AREA 1145 sqft STATUS Ready to Move TRANSACTION New Property FURNISHING Unfurnished CAR PARKING 1 Covered BATHROOM 3
cardid71135527,2 BHK Builder Floor for Sale in T Nagar Chennai,"Lakshmi Apartments is a project by Lakshmi Builders in Chennai. It is a Under Construction project. Lakshmi Apartments offers some of the most conveniently designed Apartment Located in T Nagar, it is a residential project. It has 1 Block with 9 units. Lakshmi Apartments offers some of the most exclusive 2BHK, 3 BHK. As per the area plan, units are in the size range of 882.0 - 1300.0 sq.ft.. Launched in Jan 2024",₹ 1.58 Cr,"₹18,000 per sqft",SUPER AREA 882 sqft UNDER CONSTRUCTION Poss. by Feb '25 FLOOR 3 out of 3
cardid73544791,1 BHK Villa for Sale in Thiruporur Chennai,Elegant senior living villa community with all the commercial facility near by best in class amenities and surrounded by nature,₹ 45 Lac,"₹8,318 per sqft",SUPER AREA 541 sqft STATUS Ready to Move TRANSACTION New Property FURNISHING Unfurnished BATHROOM 1
cardid63926391,2 BHK Apartment for Sale in Polachery Chennai,"Step into a lifestyle steeped in luxury and reap the benets of community living. Nestled between OMR and GST across 1.35 acres, Gemini Aster has easy accessibility to the two important arterial roads across Chennai. Life at Gemini Aster is convenient as it enjoys close proximity to a number of renowned CBSE schools and colleges, the IT hub, airport, bus stations, hospitals. Enjoy accessing the city's hotspots while still being undisturbed from the hustle and bustle of city life. Built across a spacious area, Gemini Aster enables its residents to enjoy clean air, excellent infrastructure and modern amenities at affordable prices.",₹ 39.7 Lac,"₹4,730 per sqft",SUPER AREA 840 sqft STATUS Ready to Move TRANSACTION New Property FURNISHING Unfurnished CAR PARKING 1 Covered BATHROOM 2
cardid73043817,2 BHK Apartment for Sale in Medavakkam Chennai,"Located in the quaint, growing neighbourhood of Medavakkam, these standout homes are designed to provide the perfect balance of private and social spaces. Every home is designed to be in sync with the environment around, providing you with the countless opportunities that nature brings along with it. While the modern architecture and finishes offer you the ever-so sought-after luxury, the warmth and tranquillity are what make it the perfect home. With a view of the Vadakkupattu Lake, life here is waiting to happen, we're just providing the canvas and the blue.",₹ 71.1 Lac,"₹6,299 per sqft",SUPER AREA 1129 sqft STATUS Ready to Move TRANSACTION New Property FURNISHING Unfurnished CAR PARKING 1 Covered BATHROOM 2
cardid73512721,5 BHK Villa for Sale in Kanathur Chennai,"CHIRON VILLA is a ARIMA's limited edition of the ultra-high-end residential project located on the east coast of Chennai. CHIRON gated community comprising of 15 exclusive villas. It has 4 levels of living space including 5 bedrooms with 5 en-suite bathrooms, a powder room in the master bedroom, wet and dry kitchens with a breakfast counter, enclosed with fully secured gates, intercom, covered parking, individual swimming pool, individual gym, individual steam, individual sump, OHT, bore well and septic tank. With your home lift, access is easy at just your fingertips., a roof terrace with the sky to sea view balcony.",₹ 2.60 Cr,"₹6,420 per sqft",SUPER AREA 4050 sqft UNDER CONSTRUCTION Poss. by Sep '24 TRANSACTION New Property
cardid70420267,3 BHK Apartment for Sale in Madhanandapuram Chennai,"GP homes is proud to announce yet another project, GP Elanza, which has a range of beautifully designed apartments in Madhanadhapuram.",₹ 82.2 Lac,"₹6,199 per sqft",SUPER AREA 1326 sqft STATUS Ready to Move TRANSACTION New Property FURNISHING Unfurnished CAR PARKING 1 Covered BATHROOM 3
cardid73668979,3 BHK Apartment for Sale in Kelambakkam Chennai,"Description:ALTA in Kelambakkam, Chennai South . Alta is available in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. ALTA at Kelambakkam has 7 towers, with 12 floors each. Over 250 families have moved in Phase 1.Currently what we have to offer is in tower 6, which is nearing completion and estimated handing over in December 2022. Spread over an area of 5.1 acres, ALTA is one of the spacious housing societies in the Chennai South region. With all the basic amenities available, ALTA fits into your budget and your lifestyle.",₹ 51.5 Lac,"₹3,955 per sqft",SUPER AREA 1301 sqft TRANSACTION New Property FURNISHING Unfurnished CAR PARKING 1 Covered BATHROOM 3
cardid73868695,Plot/Land for Sale in Red Hills Chennai,"Sameera Mahalakshmi Nagar in Red Hills, Chennai North is a ready-to-move housing society. This project is a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. This housing society is now ready to be called home as families have started moving in. Check out some of the features of Sameera Mahalakshmi Nagar housing society",₹ 7.1 Lac,"₹1,190 per sqft",PLOT AREA 600 sqft TRANSACTION New Property
cardid73869581,2 BHK Builder Floor for Sale in Kovur Chennai,"For those looking to buy a residential property, here comes one of the choicest offerings in Chennai West, at Kovur. Brought to you by MP Developers, MP Golden Heights is among the newest addresses for homebuyers. There are apartments for sale in MP Golden Heights. This is an under-construction project right now, and is expected to be delivered by Jun, 2027 .MP Golden Heights Chennai West is a RERA-registered housing society, which means all projects details are also available on state RERA website for end-users and investors.",₹ 54.6 Lac,"₹5,499 per sqft",SUPER AREA 992 sqft UNDER CONSTRUCTION Poss. by Apr '29 TRANSACTION New Property FURNISHING Unfurnished BATHROOM 2
cardid71395691,Plot/Land for Sale in Thiruverkadu Chennai,"Ethulia stands as an exemplary plot-based project by GP Homes in the highly sought-after Mogappair area, it presents 55 ready-to-build villa plots spanning 2.46 acres. This premier plotted development promises a prime location for value appreciation.Explore the opportunity that Ethulia has to offer and envision the ideal residence for your future. With simplicity and elegance, this project invites you to sign your space and witness the potential of your living space seamlessly. Ethulia awaits, be ready to experience what we offer you.",₹ 56 Lac,"₹5,499 per sqft",PLOT AREA 1019 sqft TRANSACTION New Property
cardid70515605,3 BHK Apartment for Sale in Thirumudivakkam Chennai,"NAVIN'S HILL AVENUE - A wash of greenery and seven hills surround ""Navin's Hillview Avenue"", a cosy residential neighbourhood that is located on the Pallavaram - Thiruneermalai - Thirumudivakkam Main Road. Situated in close proximity to GST Road at Pallavaram, and the proposed 400 feet Outer Ring Road, this lovely residential complex is seated in a bed of ancient culture, which include the famous Thiruneermalai and Kundrathur temples, and the prehistoric artefacts from the Iron Age recently discovered nearby.",₹ 85 Lac,"₹5,155 per sqft",SUPER AREA 1649 sqft STATUS Ready to Move TRANSACTION New Property FURNISHING Unfurnished CAR PARKING 1 Covered BATHROOM 3
