Listing ID,Title,Description,Price,Sq Ft Price,Summary
cardid60019811,Plot/Land for Sale in Kotturpuram Chennai,Null,₹ 7.56 Cr,"₹21,000 per sqft",PLOT AREA 3600 sqft DIMENSIONS (L X B) 65 X 55.38 OWNERSHIP Freehold
cardid70039347,Plot/Land for Sale in Morai Chennai,Null,₹ 25 Lac,"₹1,174 per sqft",PLOT AREA 2130 sqft OWNERSHIP Freehold TRANSACTION New Property
cardid72820609,3 BHK Apartment for Sale in Pallavaram Chennai,Modern gated community with all state of the art amenities,₹ 1.70 Cr,"₹11,039 per sqft",CARPET AREA 1100 sqft STATUS Ready to Move FLOOR 1 out of 14
cardid74219423,6 BHK Villa for Sale in Ayanambakkam Chennai,Null,₹ 4 Cr,"₹5,714 per sqft",CARPET AREA 6600 sqft STATUS Ready to Move TRANSACTION Resale
cardid71222551,2 BHK Apartment for Sale in Mangadu Chennai,Null,₹ 42.7 Lac,"₹4,005 per sqft",CARPET AREA 965 sqft STATUS Ready to Move FLOOR 1 out of 2 TRANSACTION New Property FURNISHING Unfurnished FACING East
cardid73191013,3 BHK Apartment for Sale in Thiruvanmiyur Chennai,Null,₹ 1.35 Cr,"₹9,574 per sqft",CARPET AREA 1100 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid73288313,2 BHK Apartment for Sale in Mangadu Chennai,Null,₹ 25 Lac,"₹3,906 per sqft",CARPET AREA 640 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid73516959,3 BHK Apartment for Sale in Grand Southern Trunk Road Chennai,Null,₹ 60 Lac,"₹4,138 per sqft",SUPER AREA 1450 sqft STATUS Ready to Move FLOOR 1 out of 5
cardid74309149,2 BHK Apartment for Sale in Prithvi Pakkam Chennai,Null,₹ 53.9 Lac,"₹6,700 per sqft",CARPET AREA 804 sqft UNDER CONSTRUCTION Poss. by Nov '24 FLOOR 1 out of 3
cardid74075145,3 BHK Apartment for Sale in Padur Chennai,Null,₹ 1.10 Cr,"₹5,278 per sqft",SUPER AREA 2084 sqft STATUS Ready to Move FLOOR 24 out of 27
cardid68779423,Plot/Land for Sale in Ponmar Chennai,Null,₹ 50.4 Lac,"₹2,800 per sqft",PLOT AREA 1800 sqft DIMENSIONS (L X B) 60 X 30 OWNERSHIP Freehold TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 3 OPEN SIDES 1
cardid74155521,2 BHK Apartment for Sale in Vijaya Nagar Pachaiappan Nagar Phase II Chennai,Null,₹ 50 Lac,"₹6,196 per sqft",CARPET AREA 600 sqft STATUS Ready to Move FLOOR 1 out of 2 TRANSACTION Resale FURNISHING Furnished FACING North
cardid69149597,5 BHK House for Sale in Vyasarpadi Chennai,Null,₹ 85 Lac,Null,CARPET AREA 786 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid73461355,2 BHK Apartment for Sale in Chepauk Chennai,Null,₹ 1.25 Cr,"₹13,797 per sqft",CARPET AREA 680 sqft UNDER CONSTRUCTION Poss. by Apr '25 FLOOR 1 out of 4
cardid74174265,Plot/Land for Sale in Kelambakkam Chennai,Null,₹ 24 Lac,"₹3,306 per sqft",PLOT AREA 726 sqft OWNERSHIP Power Of Attorney TRANSACTION Resale
cardid72724119,3 BHK Apartment for Sale in Grand Southern Trunk Road Chennai,Null,₹ 62 Lac,"₹4,444 per sqft",CARPET AREA 1185 sqft STATUS Ready to Move FLOOR 3 out of 7
cardid73407485,Plot/Land for Sale in Vandalur Chennai,Null,₹ 41 Lac,"₹2,879 per sqft",PLOT AREA 1424 sqft DIMENSIONS (L X B) 60.01 X 23.73 TRANSACTION Resale
cardid71060821,Plot/Land for Sale in Madipakkam Chennai,Null,₹ 1.25 Cr,"₹5,208 per sqft",PLOT AREA 2400 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid73830013,5 BHK House for Sale in Korukkupet Chennai,Null,₹ 1.58 Cr,"₹8,500 per sqft",CARPET AREA 1600 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid74017055,1 BHK Apartment for Sale in Nungambakkam Chennai,Null,₹ 52 Lac,"₹8,000 per sqft",CARPET AREA 550 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid71179989,3 BHK Villa for Sale in Madipakkam Chennai,Null,₹ 1.23 Cr,"₹7,455 per sqft",CARPET AREA 1550 sqft STATUS Ready to Move TRANSACTION Resale
cardid73044493,4 BHK Villa for Sale in Wood Creek County Chennai,Null,₹ 1.95 Cr,"₹8,864 per sqft",CARPET AREA 2000 sqft STATUS Ready to Move TRANSACTION Resale
cardid74261653,4 BHK Villa for Sale in East Coast Road Chennai,Null,₹ 3.25 Cr,"₹9,559 per sqft",CARPET AREA 2850 sqft STATUS Ready to Move TRANSACTION Resale
cardid71727209,Plot/Land for Sale in Oragadam Chennai,Null,₹ 28.1 Lac,"₹1,499 per sqft",PLOT AREA 1875 sqft DIMENSIONS (L X B) 50 X 37.5 OWNERSHIP Freehold
cardid73579863,2 BHK House for Sale in Chitlapakkam Chennai,Null,₹ 40 Lac,"₹5,333 per sqft",CARPET AREA 650 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid73557653,4 BHK House for Sale in Madhavaram Milk Colony Chennai,Null,₹ 2.80 Cr,"₹11,667 per sqft",CARPET AREA 2200 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid73817657,2 BHK Apartment for Sale in Devi Parasakthi Nagar Chennai,"East facing flat in a 10 block gated community with gym in each block, preschool in same block, premium amenities like mini theatre, function hall, party hall, infinity pool, swimming pool, library, indoor games, children play area, 3 outdoor game courts, connected terrace for walking. Flat balcony facing multiple purpose court. Fitted with branded mosquito screens in all windows, balcony main door. Fingerprint lock for main door and few devices enabled for smart connectivity. Comes with AC in hall and bedrooms, Geysers in both bathrooms, Modular kitchen with hob Chimney, thoughtfully desi",₹ 97 Lac,"₹8,398 per sqft",CARPET AREA 860 sqft STATUS Ready to Move FLOOR 2 out of 14
cardid71907525,2 BHK Apartment for Sale in Varadharajapuram Chennai,Null,₹ 49.3 Lac,"₹5,000 per sqft",CARPET AREA 786 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid73820029,2 BHK Apartment for Sale in Kattukuppam Chennai,Null,₹ 45 Lac,"₹5,422 per sqft",CARPET AREA 730 sqft STATUS Ready to Move FLOOR 1 out of 1
cardid71801905,Plot/Land for Sale in Padapai Chennai,Null,₹ 35 Lac,"₹2,555 per sqft",PLOT AREA 1370 sqft DIMENSIONS (L X B) 34.25 X 40 OWNERSHIP Freehold
cardid71650287,Plot/Land for Sale in Senneer Kuppam Chennai,Null,₹ 60.5 Lac,"₹5,500 per sqft",PLOT AREA 1100 sqft DIMENSIONS (L X B) 29 X 37.93 OWNERSHIP Freehold
cardid73370051,2 BHK House for Sale in Sri Kamatchiamman Nagar Kozhumanivakkam Chennai,Null,₹ 68 Lac,"₹6,800 per sqft",CARPET AREA 850 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid71402867,2 BHK Apartment for Sale in Ayanavaram Chennai,Null,₹ 50 Lac,"₹5,714 per sqft",CARPET AREA 700 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid72185477,2 BHK Apartment for Sale in Navalur Chennai,Null,₹ 45 Lac,"₹6,233 per sqft",CARPET AREA 636 sqft STATUS Ready to Move FLOOR Ground out of 3
cardid73179227,2 BHK Apartment for Sale in Siruseri Chennai,"Welcome to your dream home in Chennai This stunning 2 BHK flat is now available for sale in the prestigious LT Eden Park Phase II, located near the vibrant Old Mahabalipuram Road. With a carpet area of 1015 sqft, this spacious apartment offers a comfortable and luxurious living experience.Property specifications and facilitiesSituated on the 10th floor of a magnificent 18-storey building, this east-facing flat is designed to be vaastu compliant, ensuring positive energy flow throughout the space. As you step inside, youll be delighted to find that the flat comes fully furnished, complete with wardrobes, proper loft and storage in both bedrooms, grills on doors and windows, and additional storage options.The apartment boasts 2 bedrooms and 2 bathrooms, with one attached to the bedroom and the other serving as a common bathroom. Both bathrooms feature modern Western fixtures and geysers for your convenience. The living room opens up to a lovely balcony, offering picturesque views of the surrounding greenery, sport arenas, football court, and tennis court.The living cum dining area is perfect for entertaining guests, while the modular kitchen is equipped with an Inalsa touch chimney, Faber RO, loft, and piped gas connection. Additionally, there is a utility area attached to the kitchen, providing extra convenience for your daily chores. The flooring throughout the flat is elegantly done with vitrified tiles, adding a touch of sophistication to the space.For your peace of mind, there is covered parking, 247 water supply from a borewell, 100 power backup, and round-the-clock security with CCTV surveillance. The building also features 2 passenger lifts and 1 service lift for easy access.Residents of this prestigious complex can enjoy a wide range of amenities, including a gym, common park, separate kids play area, open air gym, and a cycle stand at the society entrance. The complex is gated and offers top-notch security for your safety and peace of mind.LocalityThe location of this flat is truly unbeatable, with prominent landmarks such as SIPCOT IT Park, TCS, Cognizant, Capgemini, Hexaware, and Adani Data Center in close proximity. Reputed schools like the CBSE school within the premises, PSBB, and kindergartens are easily accessible.Additionally, there is an Apollo clinic within the society with fully functional doctors even on Sundays. There is also a supermarket and a vegetable shop inside the society premises. Malls, supermarkets, banks, chemists, ATMs, and public transport options are all within a 1 km radius. There is a proposed metro station nearby. For any medical emergencies, there are three super specialty hospitals and a childrens hospital in the vicinity.Dont miss this opportunity to own a beautiful 2 BHK flat in LT Eden Park Phase II. Call now to book a viewing and make this your new home in Chennai",₹ 76.5 Lac,"₹6,375 per sqft",CARPET AREA 1015 sqft STATUS Ready to Move FLOOR 10 out of 18
cardid69383603,2 BHK Apartment for Sale in Siruseri Chennai,Null,₹ 40 Lac,"₹5,479 per sqft",CARPET AREA 630 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid73393101,4 BHK House for Sale in KK Nagar Chennai,Null,₹ 1.50 Cr,"₹7,500 per sqft",CARPET AREA 1700 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid71860635,4 BHK Penthouse for Sale in Arcot Road Chennai,Null,₹ 5.45 Cr,"₹17,518 per sqft",CARPET AREA 2911 sqft STATUS Ready to Move FLOOR 15 out of 16
cardid73460347,2 BHK Apartment for Sale in Vandalur Chennai,Null,₹ 61 Lac,"₹7,060 per sqft",SUPER AREA 864 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid74079045,2 BHK Apartment for Sale in Nanmangalam Manikandan Nagar Chennai,Null,₹ 55 Lac,"₹5,978 per sqft",SUPER AREA 920 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid73564271,> 10 BHK House for Sale in Okkiyam Thuraipakkam Chennai,Null,₹ 5 Cr,"₹4,465 per sqft",CARPET AREA 9000 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid73497093,2 BHK Builder Floor for Sale in Perungudi Chennai,Null,₹ 68 Lac,"₹6,800 per sqft",CARPET AREA 871 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid72928603,8 BHK Villa for Sale in Avadi Chennai,Null,₹ 5.25 Cr,"₹6,176 per sqft",CARPET AREA 8000 sqft STATUS Ready to Move TRANSACTION Resale
cardid73006355,2 BHK Apartment for Sale in Medavakkam Chennai,Null,₹ 55.9 Lac,"₹6,523 per sqft",CARPET AREA 759 sqft UNDER CONSTRUCTION Poss. by Nov '24 FLOOR 1 out of 2 TRANSACTION Resale FURNISHING Unfurnished OWNERSHIP Freehold
cardid72842279,3 BHK Apartment for Sale in Oragadam Chennai,Null,₹ 40 Lac,"₹3,478 per sqft",SUPER AREA 1150 sqft STATUS Ready to Move FLOOR 8 out of 17 TRANSACTION Resale FURNISHING Semi-Furnished FACING East
cardid74030119,3 BHK Apartment for Sale in Nolambur Chennai,Null,₹ 95 Lac,"₹6,864 per sqft",CARPET AREA 1080 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid70946727,3 BHK Villa for Sale in Phase 1 Maxworth Nagar Chennai,Null,₹ 1.55 Cr,"₹9,394 per sqft",CARPET AREA 1560 sqft STATUS Ready to Move TRANSACTION Resale
cardid73813727,Plot/Land for Sale in Guduvancherry Chennai,Null,₹ 18 Lac,"₹3,000 per sqft",PLOT AREA 600 sqft DIMENSIONS (L X B) 30 X 20 OWNERSHIP Power Of Attorney
cardid71707403,2 BHK House for Sale in Poonamallee Chennai,Null,₹ 83 Lac,"₹6,231 per sqft",CARPET AREA 1000 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid71751837,4 BHK House for Sale in Madambakkam Chennai,Null,₹ 2.60 Cr,"₹8,667 per sqft",SUPER AREA 3000 sqft STATUS Ready to Move FLOOR 1 out of 2 TRANSACTION Resale FURNISHING Semi-Furnished FACING East
cardid71931331,1 BHK Apartment for Sale in Thiruverkadu Chennai,Null,₹ 32 Lac,"₹5,096 per sqft",SUPER AREA 628 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid44791535,3 BHK Apartment for Sale in Porur Chennai,Null,₹ 1.05 Cr,"₹7,484 per sqft",SUPER AREA 1403 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid62459003,Plot/Land for Sale in Old Mahabalipuram Road Chennai Chennai,Null,₹ 30 Lac,"₹2,000 per sqft",PLOT AREA 1500 sqft DIMENSIONS (L X B) 50 X 30 OWNERSHIP Freehold
cardid72043395,Plot/Land for Sale in Thoraipakkam Chennai,Null,₹ 2.25 Cr,"₹12,363 per sqft",PLOT AREA 1820 sqft DIMENSIONS (L X B) 70 X 26 OWNERSHIP Freehold
cardid73054739,1 BHK Apartment for Sale in Anakaputhur Chennai,Null,₹ 27 Lac,Null,CARPET AREA 504 sqft STATUS Ready to Move FLOOR Ground out of 2 TRANSACTION Resale FURNISHING Unfurnished FACING North - East
cardid57881673,2 BHK Apartment for Sale in Mahindra World City Chennai,Null,₹ 29.4 Lac,"₹4,828 per sqft",SUPER AREA 609 sqft STATUS Ready to Move FLOOR 9 out of 9
cardid71882111,Plot/Land for Sale in Nemam Chennai,Null,₹ 21 Lac,"₹2,192 per sqft",PLOT AREA 958 sqft DIMENSIONS (L X B) 30 X 32 OWNERSHIP Freehold
cardid73826069,2 BHK House for Sale in Kovilpathagai Poompozhil Nagar Chennai,Null,₹ 55 Lac,"₹5,000 per sqft",SUPER AREA 1100 sqft UNDER CONSTRUCTION Poss. by Dec '24 TRANSACTION Resale
cardid73765479,3 BHK Villa for Sale in Pammal Chennai,Null,₹ 1.50 Cr,"₹9,446 per sqft",SUPER AREA 1588 sqft STATUS Ready to Move TRANSACTION Resale
cardid72892657,2 BHK Apartment for Sale in Villivakkam Chennai,Null,₹ 58 Lac,"₹7,796 per sqft",CARPET AREA 644 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid72848749,2 BHK Apartment for Sale in Perumbakkam Chennai,Null,₹ 38 Lac,"₹3,489 per sqft",CARPET AREA 900 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid74261685,2 BHK Builder Floor for Sale in Mangadu Chennai,Null,₹ 44.1 Lac,"₹5,000 per sqft",CARPET AREA 720 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid74067681,Plot/Land for Sale in Kannivakkam Chennai,Null,₹ 64 Lac,"₹3,184 per sqft",PLOT AREA 2010 sqft DIMENSIONS (L X B) 57.99 X 34.66 OWNERSHIP Freehold
cardid72220701,1 BHK Apartment for Sale in Kelambakkam Vandalur Road Chennai,Null,₹ 19 Lac,"₹3,455 per sqft",CARPET AREA 500 sqft STATUS Ready to Move FLOOR 3 out of 3
cardid73253929,3 BHK Apartment for Sale in Anna Nagar Chennai,"Premium Fully furnished Luxury 3BHK Apartment for Sale at The MetrozoneProperty Highlights Location The Metrozone, 10th FloorTotal Area 2062 SqftBedrooms 3BHKBathrooms 4Additional Rooms Servant roomStore roomParking 2 covered Car parking Balconies 2, offering an iconic nature and city unblocked view FeaturesNewly Renovated Modern and stylish renovationsScenic Views Enjoy a pleasant view of greenery with a 180-degree perspective from the apartment. Contact InformationFor more details and to schedule a visit, please contact owner Vijay Chobey",₹ 3 Cr,"₹14,549 per sqft",CARPET AREA 1800 sqft STATUS Ready to Move FLOOR 10 out of 15
cardid73103919,3 BHK Apartment for Sale in Kilpauk Chennai,Null,₹ 3 Cr,"₹14,634 per sqft",CARPET AREA 1850 sqft STATUS Ready to Move FLOOR Ground out of 3 TRANSACTION Resale FURNISHING Semi-Furnished FACING North - East
cardid64554337,2 BHK Apartment for Sale in Iyyappanthangal Chennai,Null,₹ 61 Lac,"₹6,237 per sqft",CARPET AREA 900 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid72361611,2 BHK Apartment for Sale in Selaiyur Chennai,Null,₹ 36 Lac,"₹4,500 per sqft",CARPET AREA 700 sqft STATUS Ready to Move FLOOR 2 out of 2 TRANSACTION Resale FURNISHING Semi-Furnished FACING North
cardid73235855,2 BHK Apartment for Sale in Kil Ayanambakkam Chennai,Null,₹ 65 Lac,"₹5,702 per sqft",CARPET AREA 850 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid72790993,3 BHK Apartment for Sale in Siruseri Chennai,Null,₹ 1.10 Cr,"₹6,162 per sqft",CARPET AREA 1685 sqft STATUS Ready to Move FLOOR 17 out of 17
cardid72777439,2 BHK Apartment for Sale in Sithalapakkam Chennai,Null,₹ 40 Lac,"₹4,246 per sqft",CARPET AREA 842 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid72032065,3 BHK Apartment for Sale in Thiruvengada Nagar Chennai,Null,₹ 94 Lac,"₹6,483 per sqft",CARPET AREA 1100 sqft STATUS Ready to Move FLOOR 3 out of 3
cardid71778401,1 BHK Apartment for Sale in Sakthi Nagar Porur Chennai,Null,₹ 36.5 Lac,"₹7,900 per sqft",CARPET AREA 262 sqft STATUS Ready to Move FLOOR 2 out of 4 TRANSACTION Resale FURNISHING Semi-Furnished FACING East
cardid72597969,1 BHK Apartment for Sale in Teynampet Chennai,Null,₹ 76.8 Lac,"₹12,561 per sqft",CARPET AREA 611 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid71227729,5 BHK Villa for Sale in Karapakkam Chennai,Null,₹ 6 Cr,"₹7,792 per sqft","CARPET AREA 5500 sqft STATUS Ready to Move TRANSACTION Resale FURNISHING Semi-Furnished FACING West OVERLOOKING Garden/Park, Main Road"
cardid72444891,2 BHK Apartment for Sale in Padur Chennai,Null,₹ 50 Lac,"₹7,541 per sqft",CARPET AREA 563 sqft STATUS Ready to Move FLOOR 19 out of 19
cardid71570717,2 BHK Apartment for Sale in Mandaveli Chennai,Null,₹ 2.20 Cr,"₹18,333 per sqft",CARPET AREA 1000 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid71813673,2 BHK Apartment for Sale in Pallavaram Chennai,"Immerse yourself in elegance with this luxurious 2.5 BHK flat for sale in Olympia Grande, Pallavaram, Chennai. Experience modern amenities, spacious living, and a vibrant community in this prestigious residence.::::::Property Specifications::::::This semi-furnished 2.5 BHK flat offers a comfortable and modern living space. With a super built-up area of 1337 sq ft on the 1st floor of a 12-story building, this flat features 2.5 bedrooms, including a puja room or study room, providing versatility and additional space.::::::The flat includes 2 bathrooms, both western-style and equipped with geysers, ensuring comfort and convenience. It also boasts 2 balconies, offering views of the pool and garden, enhancing the living experience.::::::The living cum dining area provides ample space for relaxation and entertainment. The modular kitchen is equipped with a chimney and includes a utility area. The flat is vaastu compliant and facing North, ensuring positive energy flow and good ventilation.::::::Facilities ::::::This flat offers 1 covered parking space, borewell and corporation water supply, 100% power backup, security guard, CCTVs, and 2 lifts for convenience. Amenities like club house, swimming pool, gymnasium, banquet hall, cafeteria/food court, jogging and strolling track outdoor tennis courts, bank & atm, event space & amphitheater, flower gardens, indoor games room, kids play area meditation area, retail boulevard (retail shops), cycling & jogging track and fire fighting equipment::::::Locality ::::::Located near the iconic Chennai Silks, this flat in Olympia Grande, Pallavaram, Chennai, enjoys a prime location with easy access to essential amenities. Schools and hospitals are within a kilometer, ensuring convenience for families. For shopping and groceries, malls and supermarkets are nearby. Public transport options, including buses and autos, are easily available, ensuring seamless connectivity to other parts of the city. Banks and ATMs are also located nearby, providing easy access to financial services. The Pallavaram Railway Station is just 500 meters away, offering a convenient mode of transportation for commuters. ::",₹ 1.23 Cr,"₹9,200 per sqft",SUPER AREA 1337 sqft STATUS Ready to Move FLOOR 1 out of 12
cardid64205565,3 BHK Builder Floor for Sale in Tambaram Chennai,Null,₹ 60 Lac,"₹4,286 per sqft",CARPET AREA 1050 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid71195123,3 BHK Villa for Sale in Guduvancheri Chennai,Null,₹ 77 Lac,"₹4,400 per sqft",CARPET AREA 1550 sqft STATUS Ready to Move TRANSACTION Resale
cardid72418381,2 BHK Apartment for Sale in Numbal Chennai,Null,₹ 40 Lac,"₹3,925 per sqft",CARPET AREA 650 sqft STATUS Ready to Move FLOOR 2 out of 2 TRANSACTION Resale FURNISHING Unfurnished BATHROOM 2
cardid72055093,3 BHK Apartment for Sale in Avadi Chennai,"Discover the perfect blend of comfort and convenience with this enticing offer a 3 BHK flat for sale in the esteemed Hazel Apartments, located in Avadi, Chennai. Boasting Vaastu compliance and a generous super built-up area of 1183 square feet, this residence promises an ideal living space for discerning buyers.Property SpecificationsSituated on the 4th floor of a grand 14-storeyed building, this unfurnished residence offers a canvas for you to personalise and create your dream home.Step inside to discover three bedrooms, providing ample space for relaxation and rejuvenation. The two bathrooms, one attached and one common, feature modern Western amenities, ensuring convenience for all residents. Additionally, a balcony attached to the common area offers picturesque views of the lush garden below, creating a serene ambience for unwinding after a long day.The spacious living-cum-dining area is perfect for hosting gatherings or simply enjoying quality time with family. The normal kitchen, complete with a platform and sink, provides the ideal space for culinary pursuits, making meal preparation a delightful experience. Adorned with vitrified flooring, the interiors exude sophistication and charm, adding a touch of elegance to every corner of the flat.Facilities Residents of Hazel Apartments enjoy a range of facilities, including covered parking for convenient vehicle storage. With an an uninterrupted water supply and 100 power backup, daily routines are seamlessly supported, the ensuring utmost comfort and convenience. The presence of a security guard and CCTV surveillance adds an extra layer of safety and peace of mind for residents.Locality Conveniently located near schools, hospitals, malls, and supermarkets, this residence offers easy access to essential amenities, catering to the diverse needs of residents. Banks and ATMs are also readily available, providing convenient financial services, while public transportation options ensure hassle-free commuting for residents.",₹ 72 Lac,"₹6,086 per sqft",CARPET AREA 1000 sqft STATUS Ready to Move FLOOR 4 out of 14
cardid69830305,2 BHK Apartment for Sale in Ambattur Chennai,Null,₹ 71 Lac,"₹6,636 per sqft",CARPET AREA 852 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid65646043,1 BHK Apartment for Sale in Choolaimedu Chennai,Null,₹ 42 Lac,"₹5,777 per sqft",SUPER AREA 727 sqft STATUS Ready to Move FLOOR 5 out of 7 TRANSACTION Resale FURNISHING Semi-Furnished BATHROOM 1
cardid72114671,2 BHK Builder Floor for Sale in Shankar Nagar Pammal Chennai,Null,₹ 56 Lac,"₹6,167 per sqft",CARPET AREA 640 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid72597235,3 BHK Apartment for Sale in Siruseri Chennai,Null,₹ 1.05 Cr,"₹6,600 per sqft",CARPET AREA 1491 sqft STATUS Ready to Move FLOOR 8 out of 9
cardid70995507,5 BHK House for Sale in Ambattur Chennai,Null,₹ 2.94 Cr,"₹12,250 per sqft",CARPET AREA 2200 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid60422323,4 BHK Villa for Sale in Oragadam Chennai,Null,₹ 80 Lac,"₹4,762 per sqft",SUPER AREA 1680 sqft STATUS Ready to Move TRANSACTION Resale
cardid67840803,Plot/Land for Sale in Somangalam Chennai,Null,₹ 36 Lac,"₹1,500 per sqft",PLOT AREA 2400 sqft DIMENSIONS (L X B) 60 X 40 OWNERSHIP Freehold
cardid74073877,3 BHK Villa for Sale in Sholinganallur Chennai,"Villa is available for sale. It covered area of 1641 sq-ft, it is a good location property. Please contact for more details.",₹ 2.54 Cr,"₹15,478 per sqft",SUPER AREA 1641 sqft TRANSACTION Resale FURNISHING Unfurnished
cardid66670397,2 BHK Villa for Sale in East Coast Road Chennai,Null,₹ 30 Lac,"₹4,000 per sqft",CARPET AREA 500 sqft STATUS Ready to Move TRANSACTION Resale
cardid72906833,3 BHK Apartment for Sale in Urapakkam Chennai,Null,₹ 96 Lac,"₹5,926 per sqft",SUPER AREA 1620 sqft STATUS Ready to Move FLOOR 4 out of 4 TRANSACTION Resale FURNISHING Semi-Furnished BATHROOM 3
cardid72283789,Plot/Land for Sale in Madambakkam Chennai,Null,₹ 31 Lac,"₹4,101 per sqft",PLOT AREA 756 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid72528755,3 BHK Apartment for Sale in Nerkundram Chennai,Null,₹ 1.50 Cr,"₹8,961 per sqft",SUPER AREA 1674 sqft STATUS Ready to Move FLOOR 2 out of 5 TRANSACTION Resale FURNISHING Furnished BATHROOM 3
cardid74309133,5 BHK House for Sale in Chennai,Null,₹ 2 Cr,"₹8,000 per sqft",SUPER AREA 2500 sqft STATUS Ready to Move FLOOR 1 out of 2 TRANSACTION Resale FURNISHING Unfurnished FACING East
cardid71425627,Plot/Land for Sale in Poonamallee Avadi High Road Chennai,Null,₹ 19 Lac,"₹2,676 per sqft",PLOT AREA 710 sqft DIMENSIONS (L X B) 20 X 35.5 OWNERSHIP Freehold
cardid10365365,1 BHK Apartment for Sale in Urapakkam Chennai,Null,₹ 16 Lac,"₹2,462 per sqft",SUPER AREA 650 sqft STATUS Ready to Move TRANSACTION Resale
cardid66139159,3 BHK House for Sale in KK Nagar Chennai,Null,₹ 5.75 Cr,Null,CARPET AREA 5300 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid71663271,Plot/Land for Sale in Urapakkam Chennai,Null,₹ 69 Lac,"₹3,067 per sqft",PLOT AREA 2250 sqft OWNERSHIP Freehold TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 5 OPEN SIDES 1 WIDTH OF ROAD FACING THE PLOT 30 m
cardid67285355,Plot/Land for Sale in Padapai Chennai,Null,₹ 16.5 Lac,₹846 per sqft,PLOT AREA 1950 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid73227703,Plot/Land for Sale in Chettipunyam Chennai,Null,₹ 45 Lac,"₹2,500 per sqft",PLOT AREA 1800 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid72967925,2 BHK Apartment for Sale in Kelambakkam Chennai,This east facing home is very bright located on the 3 rd floor very spacious two bedroom .has plenty of facilities like gym club house childrens play area swimming pool.the society celebrates every festival with lots of zeal n enthusiasm.there is power backup n water 24hrs.,₹ 63 Lac,"₹4,609 per sqft",CARPET AREA 995 sqft STATUS Ready to Move FLOOR 3 out of 13
cardid70666759,5 BHK House for Sale in Anna Nagar Chennai,Null,₹ 18 Cr,"₹21,429 per sqft",CARPET AREA 7300 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid74251699,Plot/Land for Sale in Manali New Town Manali Chennai,Null,₹ 10 Lac,"₹2,315 per sqft",PLOT AREA 432 sqft TRANSACTION Resale BOUNDARY No
cardid12928419,Plot/Land for Sale in Thiruvallur Chennai,Null,₹ 25 Lac,"₹1,042 per sqft",PLOT AREA 2400 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid50328574,2 BHK Apartment for Sale in KK Nagar West Chennai,Null,₹ 50 Lac,"₹7,692 per sqft",CARPET AREA 592 sqft STATUS Ready to Move FLOOR Ground out of 1 TRANSACTION Resale FURNISHING Semi-Furnished BATHROOM 1
cardid72274629,Plot/Land for Sale in Metro Star City Chennai,Null,₹ 15 Lac,"₹1,250 per sqft",PLOT AREA 1200 sqft DIMENSIONS (L X B) 40 X 30 TRANSACTION Resale BOUNDARY No
cardid73304191,3 BHK Apartment for Sale in Pallikaranai Chennai,Null,₹ 94 Lac,"₹5,999 per sqft",CARPET AREA 1100 sqft STATUS Ready to Move FLOOR 1 out of 4
