listing_id,city,neighbourhood,property_type,total_sqft,no_of_rooms,furnish,sale_type,status,price,price (in 'k'),price_per_sqft
72434325,Chennai,Kaspapuram,Plot/Land,1447,n/a,n/a,n/a,n/a,₹ 50.5 Lac,5050,3490
73630147,Chennai,Retteri,Plot/Land,710,n/a,n/a,n/a,n/a,₹ 8.9 Lac,890,1254
73514813,Chennai,Vallakkottai,Plot/Land,1200,n/a,n/a,n/a,n/a,₹ 9.6 Lac,960,800
73097685,Chennai,Nanganallur,Builder Floor,1501,3 BHK,Unfurnished,Resale,Ready to Move,₹ 2.27 Cr,22700,15123
69979337,Chennai,Manapakkam,Plot/Land,2800,n/a,n/a,n/a,n/a,₹ 2.59 Cr,25900,9250
73647423,Chennai,Medavakkam,Plot/Land,1000,n/a,n/a,n/a,n/a,₹ 46 Lac,4600,4600
72090607,Chennai,Anugraha,Villa,1100,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.09 Cr,10900,7267
74204505,Chennai,Perungalathur,Plot/Land,884,n/a,n/a,n/a,n/a,₹ 48.6 Lac,4860,5500
74169889,Chennai,Iyyappanthangal,Plot/Land,1800,n/a,n/a,n/a,n/a,₹ 1.29 Cr,12900,7200
72316021,Chennai,Iyyappanthangal,Builder Floor,679,2 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 67.7 Lac,6770,7000
73354777,Chennai,Ponmar,Plot/Land,1800,n/a,n/a,n/a,n/a,₹ 57.6 Lac,5760,3200
73404905,Chennai,Madhavaram,Plot/Land,750,n/a,n/a,n/a,n/a,₹ 15 Lac,1500,2000
74250169,Chennai,Madipakkam,Apartment,840,2 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 71.3 Lac,7130,8295
74310313,Chennai,Avadi,Plot/Land,701,n/a,n/a,n/a,n/a,₹ 20 Lac,2000,2850
74278989,Chennai,Avadi,Plot/Land,800,n/a,n/a,n/a,n/a,₹ 22.8 Lac,2280,2850
72966479,Chennai,TNHB,Plot/Land,840,n/a,n/a,n/a,n/a,₹ 50.4 Lac,5040,6000
74234733,Chennai,Akkarai,Plot/Land,3100,n/a,n/a,n/a,n/a,₹ 3.10 Cr,31000,10000
74279913,Chennai,Chettipunyam,Plot/Land,1500,n/a,n/a,n/a,n/a,₹ 37.5 Lac,3750,2500
72365395,Chennai,Akkarai,House,4000,4 BHK,Semi-Furnished,Resale,Ready to Move,₹ 7.25 Cr,72500,18125
68896463,Chennai,Padur,Apartment,1000,2 BHK,Semi-Furnished,Resale,Ready to Move,₹ 39 Lac,3900,0
74317933,Chennai,Nolambur,Apartment,1392,3 BHK,Semi-Furnished,Resale,Ready to Move,₹ 78.5 Lac,7850,5639
72731943,Chennai,Ambattur,Apartment,795,2 BHK,Unfurnished,Resale,Ready to Move,₹ 50 Lac,5000,6289
74265437,Chennai,Porur,Apartment,1755,4 BHK,Furnished,Resale,Ready to Move,₹ 2.85 Cr,28500,13243
71413243,Chennai,Road,Apartment,2052,3 BHK,Furnished,Resale,Ready to Move,₹ 2.66 Cr,26600,0
70687659,Chennai,Melanur,Plot/Land,1950,n/a,n/a,n/a,n/a,₹ 10.7 Lac,1070,550
74259073,Chennai,Mambalam,Plot/Land,3920,n/a,n/a,n/a,n/a,₹ 7.50 Cr,75000,19133
66107869,Chennai,Athipet,Plot/Land,1936,n/a,n/a,n/a,n/a,₹ 98 Lac,9800,5062
74200705,Chennai,Lakshmipuram,Plot/Land,1200,n/a,n/a,n/a,n/a,₹ 80 Lac,8000,6667
73915631,Chennai,Avadi,Plot/Land,1500,n/a,n/a,n/a,n/a,₹ 45 Lac,4500,3000
67982969,Chennai,Thirumullaivoyal,Plot/Land,3440,n/a,n/a,n/a,n/a,₹ 1.25 Cr,12500,3634
74263589,Chennai,Velachery,Apartment,850,2 BHK,Unfurnished,Resale,Ready to Move,₹ 80 Lac,8000,8421
74264599,Chennai,Kattalai,Plot/Land,35000,n/a,n/a,n/a,n/a,₹ 22.09 Cr,220900,6314
71922087,Chennai,Colony,Builder Floor,1008,2 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.39 Cr,13899,13790
73094883,Chennai,Madambakkam,Plot/Land,1116,n/a,n/a,n/a,n/a,₹ 70 Lac,7000,6272
74295141,Chennai,Villivakkam,Apartment,550,1 BHK,Semi-Furnished,Resale,Ready to Move,₹ 28 Lac,2800,5091
73657637,Chennai,Kelambakkam,Plot/Land,800,n/a,n/a,n/a,n/a,₹ 38 Lac,3800,4750
73645841,Chennai,Rd,Plot/Land,1000,n/a,n/a,n/a,n/a,₹ 21 Lac,2100,2100
72449015,Chennai,Ayyapakkam,Plot/Land,2587,n/a,n/a,n/a,n/a,₹ 1.55 Cr,15500,6000
60613481,Chennai,Siruseri,Plot/Land,1360,n/a,n/a,n/a,n/a,₹ 58 Lac,5800,4265
74166783,Chennai,Nemilicheri,Plot/Land,510,n/a,n/a,n/a,n/a,₹ 16.3 Lac,1630,3200
74116417,Chennai,South,Plot/Land,1158,n/a,n/a,n/a,n/a,₹ 71.8 Lac,7180,6200
74137363,Chennai,Minjur,Plot/Land,5400,n/a,n/a,n/a,n/a,₹ 10.2 Lac,1019,189
74141051,Chennai,Puzhal,Plot/Land,860,n/a,n/a,n/a,n/a,₹ 36.1 Lac,3610,4200
72435353,Chennai,Navalur,Apartment,1000,2 BHK,Unfurnished,Resale,Ready to Move,₹ 85 Lac,8500,8500
73943999,Chennai,Madambakkam,Apartment,1356,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.70 Cr,17000,9600
72732367,Chennai,Kattupakkam,Plot/Land,2400,n/a,n/a,n/a,n/a,₹ 1.25 Cr,12500,5208
74033285,Chennai,Kelambakkam,Plot/Land,916,n/a,n/a,n/a,n/a,₹ 32.1 Lac,3210,3499
72180779,Chennai,Adyar,Builder Floor,1609,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 2.61 Cr,26100,16221
74112129,Chennai,Perungudi,Plot/Land,1550,n/a,n/a,n/a,n/a,₹ 60.5 Lac,6050,3901
74170077,Chennai,Pallikaranai,Apartment,957,2 BHK,Semi-Furnished,Resale,Ready to Move,₹ 53 Lac,5300,0
72273789,Chennai,Kuppam,Apartment,1500,3 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 1.16 Cr,11600,6824
73936855,Chennai,Kelambakkam,Villa,900,2 BHK,under construction,New Property,UNDER CONSTRUCTION,₹ 58.7 Lac,5870,6519
73481885,Chennai,Thirumullaivoyal,Apartment,910,2 BHK,Unfurnished,Resale,Ready to Move,₹ 42 Lac,4200,4615
73516849,Chennai,Manapakkam,Apartment,950,2 BHK,Unfurnished,Resale,Ready to Move,₹ 72 Lac,7200,6261
74064069,Chennai,Alandur,Apartment,1797,4 BHK,Semi-Furnished,Resale,Ready to Move,₹ 3.30 Cr,33000,12850
